dt,AverageTemperature,AverageTemperatureUncertainty
1969-12-01,-1.591,0.63
1970-01-01,-1.871,0.341
1970-02-01,-1.008,0.238
1970-03-01,3.779,0.318
1970-04-01,10.127,0.343
1970-05-01,12.986999999999998,0.193
1970-06-01,17.750999999999994,0.357
1970-07-01,20.306,0.216
1970-08-01,18.87,0.233
1970-09-01,14.55,0.188
1970-10-01,8.001999999999999,0.177
1970-11-01,5.714,0.271
1970-12-01,0.091,0.397
1971-01-01,-0.5460000000000003,0.354
1971-02-01,0.0929999999999999,0.277
1971-03-01,1.949,0.339
1971-04-01,9.047,0.212
1971-05-01,15.921,0.239
1971-06-01,17.409000000000002,0.188
1971-07-01,18.823,0.173
1971-08-01,20.165,0.19
1971-09-01,13.155,0.3670000000000001
1971-10-01,8.14,0.129
1971-11-01,4.062,0.183
1971-12-01,0.951,0.207
1972-01-01,-3.644,0.45
1972-02-01,0.2709999999999999,0.512
1972-03-01,4.8130000000000015,0.266
1972-04-01,11.602,0.212
1972-05-01,14.863,0.129
1972-06-01,19.169,0.194
1972-07-01,20.774,0.249
1972-08-01,18.982,0.287
1972-09-01,13.028,0.348
1972-10-01,7.289999999999999,0.254
1972-11-01,4.727,0.232
1972-12-01,-0.419,0.494
1973-01-01,-3.264,0.482
1973-02-01,1.101,0.228
1973-03-01,2.0090000000000003,0.245
1973-04-01,9.164,0.254
1973-05-01,14.79,0.334
1973-06-01,17.392999999999994,0.151
1973-07-01,19.604,0.207
1973-08-01,18.442,0.203
1973-09-01,16.105999999999998,0.243
1973-10-01,9.176,0.34
1973-11-01,1.6769999999999998,0.176
1973-12-01,-1.988,0.361
1974-01-01,-3.2750000000000004,0.361
1974-02-01,2.287,0.413
1974-03-01,4.803,0.178
1974-04-01,7.255,0.182
1974-05-01,13.117,0.22
1974-06-01,16.689999999999998,0.175
1974-07-01,18.594,0.189
1974-08-01,20.068,0.237
1974-09-01,16.058,0.13
1974-10-01,9.749,0.263
1974-11-01,3.3480000000000003,0.283
1974-12-01,0.877,0.338
1975-01-01,0.1579999999999999,0.381
1975-02-01,-1.358,0.353
1975-03-01,6.662999999999999,0.187
1975-04-01,9.852,0.159
1975-05-01,15.873,0.182
1975-06-01,18.495,0.176
1975-07-01,19.83,0.319
1975-08-01,18.785,0.462
1975-09-01,17.180999999999997,0.313
1975-10-01,9.463,0.293
1975-11-01,1.992,0.103
1975-12-01,-0.7849999999999999,0.407
1976-01-01,-2.045,0.376
1976-02-01,-4.692,0.471
1976-03-01,1.306,0.138
1976-04-01,9.747,0.205
1976-05-01,13.723,0.356
1976-06-01,16.393,0.245
1976-07-01,19.344,0.341
1976-08-01,16.079,0.182
1976-09-01,14.18,0.1689999999999999
1976-10-01,9.216,0.424
1976-11-01,5.489,0.1639999999999999
1976-12-01,-0.3929999999999999,0.115
1977-01-01,-1.983,0.341
1977-02-01,3.7810000000000006,0.279
1977-03-01,5.942,0.13
1977-04-01,8.408999999999999,0.209
1977-05-01,14.659,0.207
1977-06-01,17.541999999999998,0.202
1977-07-01,19.559,0.238
1977-08-01,18.633,0.197
1977-09-01,13.477,0.189
1977-10-01,9.289,0.183
1977-11-01,6.001,0.095
1977-12-01,-3.415,0.252
1978-01-01,-2.8280000000000003,0.428
1978-02-01,-1.404,0.243
1978-03-01,4.928,0.1669999999999999
1978-04-01,8.571,0.215
1978-05-01,12.693,0.195
1978-06-01,17.176,0.194
1978-07-01,18.335,0.234
1978-08-01,17.68,0.26
1978-09-01,13.597,0.197
1978-10-01,9.574,0.193
1978-11-01,2.529,0.228
1978-12-01,-0.525,0.302
1979-01-01,-3.176,0.239
1979-02-01,-0.7829999999999999,0.192
1979-03-01,5.705,0.108
1979-04-01,8.265,0.275
1979-05-01,15.665,0.273
1979-06-01,20.035,0.196
1979-07-01,17.761,0.204
1979-08-01,18.389,0.278
1979-09-01,15.945,0.181
1979-10-01,7.774999999999999,0.119
1979-11-01,5.097,0.277
1979-12-01,2.082,0.218
1980-01-01,-5.766,0.29
1980-02-01,-1.155,0.173
1980-03-01,2.048,0.177
1980-04-01,7.5630000000000015,0.183
1980-05-01,12.377,0.234
1980-06-01,17.186,0.262
1980-07-01,18.948,0.217
1980-08-01,18.111,0.294
1980-09-01,13.942,0.16
1980-10-01,10.744000000000002,0.193
1980-11-01,3.64,0.11
1980-12-01,-0.715,0.251
1981-01-01,-4.107,0.311
1981-02-01,-1.075,0.232
1981-03-01,5.5790000000000015,0.201
1981-04-01,7.513999999999999,0.293
1981-05-01,13.59,0.237
1981-06-01,19.433,0.244
1981-07-01,18.963,0.337
1981-08-01,18.505,0.14
1981-09-01,15.685,0.168
1981-10-01,11.488,0.187
1981-11-01,2.575,0.235
1981-12-01,-0.126,0.152
1982-01-01,-4.235,0.394
1982-02-01,-3.507,0.428
1982-03-01,2.97,0.122
1982-04-01,6.945,0.206
1982-05-01,15.553,0.272
1982-06-01,18.216,0.353
1982-07-01,18.831,0.286
1982-08-01,19.601,0.115
1982-09-01,17.857,0.165
1982-10-01,10.574000000000002,0.122
1982-11-01,3.263,0.464
1982-12-01,2.585,0.301
1983-01-01,0.916,0.302
1983-02-01,-1.092,0.312
1983-03-01,5.631,0.143
1983-04-01,11.55,0.204
1983-05-01,16.267,0.303
1983-06-01,17.316,0.385
1983-07-01,20.336,0.198
1983-08-01,18.845,0.212
1983-09-01,15.82,0.203
1983-10-01,9.082,0.152
1983-11-01,1.057,0.219
1983-12-01,-1.555,0.343
1984-01-01,-0.2230000000000003,0.213
1984-02-01,-1.506,0.304
1984-03-01,2.264,0.285
1984-04-01,8.311,0.154
1984-05-01,15.093,0.163
1984-06-01,16.733999999999998,0.221
1984-07-01,18.288,0.313
1984-08-01,18.467,0.278
1984-09-01,16.993,0.224
1984-10-01,12.207,0.154
1984-11-01,4.123,0.112
1984-12-01,-1.787,0.332
1985-01-01,-7.862999999999999,0.355
1985-02-01,-8.293,0.229
1985-03-01,1.605,0.228
1985-04-01,10.21,0.306
1985-05-01,16.567,0.283
1985-06-01,16.543999999999997,0.339
1985-07-01,19.235,0.22
1985-08-01,19.901,0.279
1985-09-01,14.36,0.246
1985-10-01,8.135,0.154
1985-11-01,3.201,0.1369999999999999
1985-12-01,1.371,0.341
1986-01-01,-0.782,0.341
1986-02-01,-3.885,0.226
1986-03-01,3.39,0.173
1986-04-01,10.890999999999998,0.185
1986-05-01,15.703,0.211
1986-06-01,18.124,0.307
1986-07-01,18.44,0.22
1986-08-01,20.23,0.117
1986-09-01,15.890999999999998,0.258
1986-10-01,8.530999999999999,0.128
1986-11-01,3.324,0.206
1986-12-01,-2.62,0.232
1987-01-01,-6.011000000000001,0.311
1987-02-01,-1.155,0.258
1987-03-01,-1.959,0.139
1987-04-01,7.866,0.19
1987-05-01,13.325,0.216
1987-06-01,19.526,0.355
1987-07-01,22.849,0.309
1987-08-01,18.377,0.308
1987-09-01,17.381999999999998,0.272
1987-10-01,8.891,0.206
1987-11-01,5.25,0.165
1987-12-01,-0.469,0.219
1988-01-01,0.5349999999999997,0.335
1988-02-01,0.2669999999999999,0.193
1988-03-01,3.647,0.122
1988-04-01,7.95,0.198
1988-05-01,14.783,0.208
1988-06-01,17.415,0.277
1988-07-01,21.976,0.237
1988-08-01,20.41,0.127
1988-09-01,15.467,0.156
1988-10-01,8.286,0.247
1988-11-01,-1.1579999999999997,0.1669999999999999
1988-12-01,-0.638,0.293
1989-01-01,-1.271,0.28
1989-02-01,1.922,0.252
1989-03-01,6.702999999999999,0.179
1989-04-01,11.688,0.23
1989-05-01,13.663,0.101
1989-06-01,16.180999999999994,0.183
1989-07-01,19.623,0.293
1989-08-01,19.953,0.349
1989-09-01,14.974,0.246
1989-10-01,9.727,0.273
1989-11-01,3.0250000000000004,0.15
1989-12-01,-0.0429999999999999,0.1689999999999999
1990-01-01,-2.1630000000000003,0.31
1990-02-01,3.5250000000000004,0.163
1990-03-01,8.366,0.299
1990-04-01,9.707,0.185
1990-05-01,14.586,0.24
1990-06-01,17.869,0.4
1990-07-01,20.326,0.245
1990-08-01,19.819000000000003,0.252
1990-09-01,14.167,0.273
1990-10-01,10.576,0.301
1990-11-01,5.9830000000000005,0.27
1990-12-01,-0.0489999999999999,0.287
1991-01-01,-1.3210000000000002,0.254
1991-02-01,-2.9330000000000003,0.191
1991-03-01,4.7810000000000015,0.206
1991-04-01,8.373,0.176
1991-05-01,11.970999999999998,0.285
1991-06-01,18.414,0.176
1991-07-01,20.384,0.238
1991-08-01,18.794,0.142
1991-09-01,15.457,0.125
1991-10-01,10.209,0.1689999999999999
1991-11-01,4.291,0.161
1991-12-01,-3.682,0.304
1992-01-01,-2.356,0.387
1992-02-01,-0.813,0.213
1992-03-01,4.517,0.171
1992-04-01,9.695,0.299
1992-05-01,13.289,0.201
1992-06-01,18.387,0.361
1992-07-01,20.226,0.1689999999999999
1992-08-01,23.456,0.256
1992-09-01,15.069,0.215
1992-10-01,10.666,0.207
1992-11-01,4.9030000000000005,0.3
1992-12-01,-2.2880000000000003,0.445
1993-01-01,-1.4300000000000002,0.145
1993-02-01,-3.233,0.26
1993-03-01,2.073,0.207
1993-04-01,8.901,0.19
1993-05-01,15.91,0.306
1993-06-01,18.776,0.263
1993-07-01,19.729,0.21
1993-08-01,19.816,0.24
1993-09-01,14.584,0.175
1993-10-01,11.358,0.139
1993-11-01,-1.2160000000000002,0.546
1993-12-01,1.087,0.202
1994-01-01,1.0839999999999992,0.234
1994-02-01,0.1740000000000001,0.165
1994-03-01,6.021000000000001,0.124
1994-04-01,10.865,0.216
1994-05-01,15.562,0.248
1994-06-01,18.373,0.293
1994-07-01,21.475,0.247
1994-08-01,20.877,0.138
1994-09-01,19.6,0.175
1994-10-01,9.628,0.16
1994-11-01,4.035,0.24
1994-12-01,-0.386,0.325
1995-01-01,-3.097,0.292
1995-02-01,3.522,0.129
1995-03-01,4.303,0.119
1995-04-01,8.916,0.22
1995-05-01,13.630999999999998,0.246
1995-06-01,18.772,0.133
1995-07-01,21.66,0.271
1995-08-01,19.211,0.1369999999999999
1995-09-01,14.281,0.198
1995-10-01,10.045,0.143
1995-11-01,0.508,0.159
1995-12-01,-2.087,0.405
1996-01-01,-3.891,0.501
1996-02-01,-3.742,0.399
1996-03-01,-0.895,0.228
1996-04-01,9.093,0.194
1996-05-01,17.155,0.2
1996-06-01,19.681,0.275
1996-07-01,19.544,0.286
1996-08-01,19.327,0.16
1996-09-01,12.175999999999998,0.218
1996-10-01,9.69,0.1639999999999999
1996-11-01,6.843,0.052
1996-12-01,-1.188,0.333
1997-01-01,-2.6500000000000004,0.379
1997-02-01,0.135,0.237
1997-03-01,3.1830000000000003,0.253
1997-04-01,5.584,0.151
1997-05-01,15.331,0.232
1997-06-01,18.731,0.216
1997-07-01,19.1,0.33
1997-08-01,18.202,0.19
1997-09-01,13.242,0.186
1997-10-01,7.036999999999999,0.248
1997-11-01,4.5200000000000005,0.181
1997-12-01,-0.131,0.331
1998-01-01,-0.3460000000000005,0.344
1998-02-01,1.7280000000000002,0.205
1998-03-01,1.898,0.1639999999999999
1998-04-01,11.322,0.186
1998-05-01,14.447,0.226
1998-06-01,19.297,0.216
1998-07-01,20.489,0.249
1998-08-01,19.252,0.117
1998-09-01,14.515,0.222
1998-10-01,10.658,0.152
1998-11-01,2.171,0.187
1998-12-01,-5.289999999999999,0.418
1999-01-01,-1.0040000000000004,0.29
1999-02-01,-0.4409999999999998,0.318
1999-03-01,5.127000000000001,0.136
1999-04-01,10.86,0.319
1999-05-01,14.373,0.353
1999-06-01,19.766,0.208
1999-07-01,22.01,0.289
1999-08-01,20.259,0.268
1999-09-01,16.947,0.074
1999-10-01,9.577,0.226
1999-11-01,3.346,0.142
1999-12-01,0.272,0.172
2000-01-01,-5.018000000000002,0.273
2000-02-01,0.957,0.211
2000-03-01,4.327,0.216
2000-04-01,12.43,0.216
2000-05-01,16.22,0.162
2000-06-01,19.28,0.289
2000-07-01,20.7,0.327
2000-08-01,21.697,0.26
2000-09-01,14.93,0.168
2000-10-01,10.535,0.247
2000-11-01,7.8889999999999985,0.202
2000-12-01,1.7200000000000002,0.205
2001-01-01,-0.0010000000000003,0.302
2001-02-01,0.7980000000000003,0.275
2001-03-01,7.073,0.132
2001-04-01,9.66,0.232
2001-05-01,15.134,0.175
2001-06-01,16.683,0.203
2001-07-01,21.558000000000003,0.215
2001-08-01,21.41,0.201
2001-09-01,15.155,0.209
2001-10-01,11.706,0.148
2001-11-01,2.423,0.2
2001-12-01,-5.936,0.3229999999999999
2002-01-01,-2.58,0.333
2002-02-01,4.324,0.202
2002-03-01,7.024,0.134
2002-04-01,9.321,0.21
2002-05-01,16.979,0.274
2002-06-01,19.704,0.211
2002-07-01,22.668000000000003,0.355
2002-08-01,20.111,0.165
2002-09-01,15.333,0.187
2002-10-01,9.624,0.354
2002-11-01,6.28,0.17
2002-12-01,-4.0760000000000005,0.317
2003-01-01,-2.6500000000000004,0.286
2003-02-01,-5.517,0.332
2003-03-01,2.007,0.1639999999999999
2003-04-01,8.165,0.311
2003-05-01,18.647,0.361
2003-06-01,20.584,0.351
2003-07-01,20.807,0.28
2003-08-01,21.967,0.339
2003-09-01,14.848,0.233
2003-10-01,8.142999999999999,0.368
2003-11-01,5.771,0.151
2003-12-01,-0.69,0.159
2004-01-01,-4.257,0.443
2004-02-01,-0.2729999999999999,0.257
2004-03-01,4.912,0.162
2004-04-01,10.136,0.206
2004-05-01,13.683,0.228
2004-06-01,18.153,0.318
2004-07-01,20.373,0.197
2004-08-01,19.67,0.276
2004-09-01,15.053,0.186
2004-10-01,11.255,0.253
2004-11-01,5.202999999999999,0.139
2004-12-01,0.79,0.302
2005-01-01,-0.6430000000000002,0.419
2005-02-01,-3.73,0.276
2005-03-01,2.051,0.206
2005-04-01,9.499,0.17
2005-05-01,15.415,0.27
2005-06-01,17.413999999999998,0.213
2005-07-01,20.366,0.262
2005-08-01,19.543,0.212
2005-09-01,16.038,0.176
2005-10-01,9.842,0.166
2005-11-01,3.4450000000000003,0.229
2005-12-01,0.238,0.43
2006-01-01,-5.35,0.574
2006-02-01,-2.208,0.36
2006-03-01,3.1630000000000003,0.21
2006-04-01,10.402,0.307
2006-05-01,14.578,0.293
2006-06-01,18.216,0.296
2006-07-01,21.006,0.247
2006-08-01,19.703,0.326
2006-09-01,16.105999999999998,0.218
2006-10-01,11.154000000000002,0.16
2006-11-01,5.566,0.185
2006-12-01,1.2919999999999998,0.235
2007-01-01,3.26,0.339
2007-02-01,2.267,0.465
2007-03-01,6.718999999999999,0.189
2007-04-01,10.126,0.206
2007-05-01,17.124000000000002,0.239
2007-06-01,20.922,0.256
2007-07-01,23.048,0.245
2007-08-01,21.481,0.235
2007-09-01,14.504,0.286
2007-10-01,9.966,0.184
2007-11-01,2.67,0.213
2007-12-01,-1.6669999999999998,0.247
2008-01-01,-2.2550000000000003,0.363
2008-02-01,1.682,0.292
2008-03-01,6.347,0.231
2008-04-01,10.544,0.152
2008-05-01,15.142,0.256
2008-06-01,19.62,0.23
2008-07-01,20.448,0.166
2008-08-01,21.641,0.332
2008-09-01,14.595,0.184
2008-10-01,11.13,0.225
2008-11-01,5.2860000000000005,0.27
2008-12-01,1.352,0.411
2009-01-01,-1.903,0.368
2009-02-01,0.302,0.233
2009-03-01,4.194,0.123
2009-04-01,11.383,0.282
2009-05-01,15.757,0.205
2009-06-01,19.203,0.331
2009-07-01,21.645,0.404
2009-08-01,20.885,0.257
2009-09-01,16.994,0.197
2009-10-01,10.486,0.153
2009-11-01,6.522,0.265
2009-12-01,0.18,0.314
2010-01-01,-3.885,0.511
2010-02-01,-0.2749999999999999,0.355
2010-03-01,4.242,0.231
2010-04-01,10.139,0.206
2010-05-01,15.484000000000002,0.301
2010-06-01,19.152,0.357
2010-07-01,21.487,0.42
2010-08-01,22.148000000000003,0.398
2010-09-01,15.269,0.173
2010-10-01,7.340999999999998,0.115
2010-11-01,8.767000000000001,0.308
2010-12-01,-1.649,0.513
2011-01-01,-2.58,0.352
2011-02-01,-2.4130000000000003,0.219
2011-03-01,3.917,0.084
2011-04-01,9.64,0.316
2011-05-01,15.003,0.32
2011-06-01,19.226,0.317
2011-07-01,21.018,0.33
2011-08-01,20.843000000000004,0.182
2011-09-01,18.369,0.162
2011-10-01,8.605,0.244
2011-11-01,1.569,0.268
2011-12-01,1.6309999999999998,0.484
2012-01-01,-2.22,0.472
2012-02-01,-6.96,0.219
2012-03-01,4.687,0.299
2012-04-01,11.593,0.373
2012-05-01,16.038999999999998,0.387
2012-06-01,20.872,0.357
2012-07-01,24.02,0.491
2012-08-01,21.887,0.316
2012-09-01,17.881999999999994,0.306
2012-10-01,11.705,0.374
2012-11-01,6.252000000000001,0.446
2012-12-01,-2.144,0.452
2013-01-01,-1.6840000000000002,0.469
2013-02-01,1.616,0.361
2013-03-01,3.053,0.329
2013-04-01,11.284,0.426
2013-05-01,16.977999999999998,0.359
2013-06-01,19.449,0.358
2013-07-01,20.861,0.341
2013-08-01,21.607,0.262
2013-09-01,17.33,0.3
2013-10-01,11.705,0.374
2013-11-01,6.252000000000001,0.446
2013-12-01,-2.144,0.452
